;Identificador do acidente;Data;Dia da semana;Horário;Estado;BR;km;Município;Causa do acidente;Tipo do acidente;Gravidade do acidente;Fase do dia;Sentido da via;Condição do tempo;Tipo de pista;Traçado da via;uso_solo;Número de passageiros;Número de cavaleiro;Número de condutor;Número de pedestre
11601;585247;2024-03-05;terça-feira;20:30:00;SP;;;JACAREI;Frear bruscamente;Colisão traseira;Sem Vítimas;Plena Noite;Não Informado;Chuvoso;Dupla;Reta;Urbano;3;0;2;0
11602;585248;2024-03-05;terça-feira;21:50:00;SP;116.0;280.0;EMBU DAS ARTES;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Chuvoso;Dupla;"Curva;Interseção de Vias";Urbano;1;0;2;0
11603;585249;2024-03-05;terça-feira;17:50:00;SP;116.0;47.7;CANAS;Objeto estático sobre o leito carroçável;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Chuvoso;Dupla;Reta;Rural;1;0;2;0
11604;585250;2024-03-05;terça-feira;17:30:00;SP;459.0;7.0;PIQUETE;Condutor Dormindo;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Simples;Reta;Rural;1;0;1;0
11628;585276;2024-03-06;quarta-feira;05:45:00;SP;116.0;227.0;GUARULHOS;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
11629;585277;2024-03-06;quarta-feira;05:50:00;SP;116.0;201.7;ARUJA;Objeto estático sobre o leito carroçável;Tombamento;Com Vítimas Feridas;Amanhecer;Decrescente;Não Informado;Dupla;Reta;Urbano;0;0;2;0
11631;585279;2024-03-06;quarta-feira;05:05:00;SP;262.0;321.0;CASTILHO;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Reta;Rural;1;0;1;0
11641;585292;2024-03-06;quarta-feira;07:00:00;SP;116.0;389.0;MIRACATU;Acumulo de água sobre o pavimento;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Dupla;Reta;Rural;1;0;1;0
11656;585309;2024-03-06;quarta-feira;08:15:00;SP;116.0;283.8;ITAPECERICA DA SERRA;Animais na Pista;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
11733;585483;2024-03-06;quarta-feira;18:00:00;SP;101.0;44.0;UBATUBA;Acessar a via sem observar a presença dos outros veículos;Atropelamento de Pedestre;Com Vítimas Feridas;Anoitecer;Crescente;Chuvoso;Simples;Reta;Urbano;0;0;1;1
11740;585490;2024-03-06;quarta-feira;18:00:00;SP;116.0;328.8;JUQUITIBA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Dupla;Aclive;Rural;0;0;2;0
11746;585496;2024-03-06;quarta-feira;17:10:00;SP;116.0;38.0;CACHOEIRA PAULISTA;Chuva;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;Curva;Urbano;0;0;2;0
11795;585560;2024-03-07;quinta-feira;03:40:00;SP;381.0;83.4;SAO PAULO;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Pleno dia;Decrescente;Nublado;Dupla;Reta;Rural;0;0;1;1
11821;585588;2024-03-07;quinta-feira;08:00:00;SP;116.0;387.0;MIRACATU;Chuva;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Rural;0;0;1;0
11824;585591;2024-02-29;quinta-feira;02:04:00;SP;262.0;321.7;CASTILHO;Animais na Pista;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Curva;Rural;0;0;2;0
11845;585620;2024-02-22;quinta-feira;20:00:00;SP;116.0;141.0;SAO JOSE DOS CAMPOS;Demais falhas mecânicas ou elétricas;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Chuvoso;Dupla;Reta;Urbano;2;0;5;0
11861;585643;2024-03-07;quinta-feira;13:27:00;SP;116.0;218.7;GUARULHOS;Ausência de reação do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Urbano;3;0;1;0
11887;585674;2024-03-07;quinta-feira;16:43:00;SP;153.0;41.4;ONDA VERDE;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Simples;"Reta;Declive";Rural;0;0;1;0
11894;585682;2024-03-07;quinta-feira;16:00:00;SP;116.0;84.3;PINDAMONHANGABA;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;Reta;Rural;1;0;1;0
11921;585711;2024-03-07;quinta-feira;17:20:00;SP;116.0;48.2;CANAS;Avarias e/ou desgaste excessivo no pneu;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;Reta;Rural;0;0;2;0
11958;585755;2024-03-07;quinta-feira;23:30:00;SP;116.0;104.3;TAUBATE;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Fatais;Plena Noite;Decrescente;Chuvoso;Dupla;"Reta;Declive";Rural;1;0;3;0
11963;585760;2024-03-08;sexta-feira;00:20:00;SP;116.0;223.0;GUARULHOS;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;"Reta;Interseção de Vias";Urbano;0;0;2;0
12001;585802;2024-03-08;sexta-feira;07:00:00;SP;116.0;149.2;SAO JOSE DOS CAMPOS;Demais falhas mecânicas ou elétricas;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Dupla;Reta;Urbano;1;0;1;0
12030;585836;2024-03-08;sexta-feira;10:30:00;SP;116.0;308.0;SAO LOURENCO DA SERRA;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Curva;Urbano;0;0;1;1
12041;585850;2024-03-08;sexta-feira;11:00:00;SP;153.0;11.6;ICEM;Reação tardia ou ineficiente do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Simples;"Reta;Em Obras";Rural;0;0;2;0
12056;585873;2024-03-08;sexta-feira;14:10:00;SP;116.0;71.4;APARECIDA;Desrespeitar a preferência no cruzamento;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Interseção de Vias;Urbano;0;0;2;0
12061;585878;2024-03-08;sexta-feira;14:30:00;SP;116.0;222.6;GUARULHOS;Chuva;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Múltipla;Reta;Urbano;0;0;1;0
12073;585891;2024-03-08;sexta-feira;14:12:00;SP;116.0;149.2;SAO JOSE DOS CAMPOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;2;0;2;0
12087;585911;2024-03-08;sexta-feira;16:51:00;SP;116.0;509.0;CAJATI;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Múltipla;Curva;Rural;0;0;1;0
12091;585915;2024-03-08;sexta-feira;17:15:00;SP;153.0;61.0;SAO JOSE DO RIO PRETO;Manobra de mudança de faixa;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;"Reta;Declive";Urbano;1;0;2;0
12102;585926;2024-03-08;sexta-feira;17:20:00;SP;116.0;307.0;SAO LOURENCO DA SERRA;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;"Reta;Declive";Urbano;1;0;1;0
12107;585931;2024-03-08;sexta-feira;17:46:00;SP;153.0;105.7;JOSE BONIFACIO;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Reta;Rural;0;0;1;0
12113;585939;2024-03-08;sexta-feira;18:20:00;SP;116.0;55.6;LORENA;Avarias e/ou desgaste excessivo no pneu;Queda de ocupante de veículo;Com Vítimas Feridas;Anoitecer;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;1;0
12123;585950;2024-03-08;sexta-feira;19:00:00;SP;153.0;51.6;SAO JOSE DO RIO PRETO;Ingestão de álcool pelo condutor;Colisão transversal;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Simples;Reta;Rural;0;0;2;0
12127;585954;2024-03-08;sexta-feira;19:30:00;SP;116.0;216.0;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Chuvoso;Múltipla;Reta;Urbano;3;0;2;0
12142;585970;2024-03-08;sexta-feira;20:40:00;SP;381.0;35.0;ATIBAIA;Chuva;Tombamento;Sem Vítimas;Plena Noite;Decrescente;Chuvoso;Dupla;"Reta;Aclive";Rural;0;0;1;0
12146;585974;2024-03-08;sexta-feira;20:50:00;SP;116.0;76.8;ROSEIRA;Deficiência do Sistema de Iluminação/Sinalização;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Rural;1;0;2;0
12174;586006;2024-03-08;sexta-feira;21:30:00;SP;101.0;51.0;UBATUBA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Simples;Reta;Urbano;1;0;2;0
12202;586035;2024-03-09;sábado;05:40:00;SP;153.0;61.0;SAO JOSE DO RIO PRETO;Avarias e/ou desgaste excessivo no pneu;Tombamento;Com Vítimas Feridas;Amanhecer;Crescente;Ensolarado;Dupla;"Reta;Declive";Urbano;1;0;2;0
12253;586099;2024-03-09;sábado;12:25:00;SP;116.0;279.0;EMBU DAS ARTES;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
12291;586142;2024-03-09;sábado;16:00:00;SP;381.0;85.0;SAO PAULO;Ausência de reação do condutor;Tombamento;Com Vítimas Fatais;Pleno dia;Crescente;Nublado;Dupla;"Reta;Aclive";Urbano;0;0;2;0
12294;586145;2024-03-09;sábado;16:36:00;SP;116.0;219.0;GUARULHOS;Objeto estático sobre o leito carroçável;Eventos atípicos;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
12297;586148;2024-03-09;sábado;16:50:00;SP;116.0;327.0;JUQUITIBA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Dupla;Curva;Rural;0;0;1;0
12342;586198;2024-03-09;sábado;21:50:00;SP;116.0;231.0;SAO PAULO;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Nublado;Múltipla;Reta;Urbano;0;0;1;1
12354;586210;2024-03-09;sábado;23:20:00;SP;116.0;145.7;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Chuvoso;Dupla;"Reta;Aclive";Urbano;1;0;2;0
12358;586214;2024-03-10;domingo;00:00:00;SP;116.0;113.0;TAUBATE;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Rural;0;0;1;1
12365;586222;2024-03-09;sábado;23:25:00;SP;116.0;109.0;TAUBATE;Demais falhas na via;Eventos atípicos;Sem Vítimas;Plena Noite;Crescente;Nublado;Dupla;Reta;Urbano;1;0;1;0
12375;586234;2024-03-10;domingo;01:30:00;SP;101.0;47.0;UBATUBA;Condutor Dormindo;Saída de leito carroçável;Sem Vítimas;Plena Noite;Crescente;Nublado;Simples;Reta;Urbano;0;0;1;0
12416;586282;2024-03-10;domingo;09:30:00;SP;116.0;220.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
12471;586345;2024-03-10;domingo;15:50:00;SP;101.0;31.8;UBATUBA;Ingestão de álcool pelo condutor;Engavetamento;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Simples;Curva;Rural;5;0;2;0
12477;586351;2024-03-10;domingo;16:00:00;SP;381.0;72.0;MAIRIPORA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Simples;Reta;Urbano;0;0;2;0
12487;586380;2024-03-10;domingo;17:50:00;SP;116.0;206.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Múltipla;Reta;Urbano;0;0;2;0
12571;586481;2024-03-11;segunda-feira;03:00:00;SP;116.0;514.0;CAJATI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;"Curva;Aclive";Rural;0;0;1;0
12580;586490;2024-03-11;segunda-feira;06:30:00;SP;116.0;198.0;ARUJA;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
12587;586498;2024-03-11;segunda-feira;07:30:00;SP;116.0;117.0;TAUBATE;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
12590;586502;2024-03-11;segunda-feira;07:55:00;SP;116.0;561.0;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Chuvoso;Dupla;Curva;Rural;2;0;1;0
12608;586523;2024-03-11;segunda-feira;08:15:00;SP;116.0;158.0;JACAREI;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Ponte;Rural;0;0;2;0
12640;586565;2024-03-11;segunda-feira;12:30:00;SP;381.0;44.0;ATIBAIA;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
12660;586589;2024-03-09;sábado;07:30:00;SP;381.0;60.0;MAIRIPORA;Pista esburacada;Colisão com objeto;Sem Vítimas;Pleno dia;Decrescente;Chuvoso;Dupla;Curva;Rural;1;0;1;0
12667;586598;2024-03-11;segunda-feira;15:20:00;SP;116.0;217.0;GUARULHOS;Avarias e/ou desgaste excessivo no pneu;Colisão com objeto;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;1;0
12739;586680;2024-03-11;segunda-feira;23:36:00;SP;116.0;161.5;JACAREI;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;1;0;2;0
12745;586687;2024-03-12;terça-feira;00:05:00;SP;116.0;161.9;JACAREI;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;3;0
12755;586697;2024-03-12;terça-feira;05:30:00;SP;116.0;108.0;TAUBATE;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Amanhecer;Crescente;Ensolarado;Dupla;Reta;Urbano;1;0;1;0
12759;586702;2024-03-12;terça-feira;06:35:00;SP;116.0;215.9;GUARULHOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;"Reta;Aclive";Urbano;1;0;2;0
12768;586711;2024-03-12;terça-feira;07:20:00;SP;116.0;397.0;MIRACATU;Ausência de reação do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
12776;586721;2024-03-12;terça-feira;09:30:00;SP;101.0;51.1;UBATUBA;Conversão proibida;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;"Reta;Interseção de Vias";Urbano;0;0;2;0
12781;586726;2024-03-12;terça-feira;05:40:00;SP;381.0;5.6;VARGEM;Reação tardia ou ineficiente do condutor;Colisão com objeto;Com Vítimas Feridas;Amanhecer;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
12796;586745;2024-03-12;terça-feira;11:00:00;SP;381.0;87.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
12799;586748;2024-03-12;terça-feira;09:00:00;SP;116.0;219.6;GUARULHOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;1;0;3;0
12826;586781;2024-03-12;terça-feira;14:00:00;SP;116.0;311.0;SAO LOURENCO DA SERRA;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
12829;586785;2024-03-12;terça-feira;15:30:00;SP;381.0;52.0;ATIBAIA;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
12832;586790;2024-03-12;terça-feira;15:50:00;SP;116.0;463.0;PARIQUERA-ACU;Avarias e/ou desgaste excessivo no pneu;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
12835;586794;2024-03-12;terça-feira;13:10:00;SP;116.0;339.0;JUQUITIBA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
12843;586803;2024-03-12;terça-feira;17:45:00;SP;381.0;37.0;ATIBAIA;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
12859;586822;2024-03-12;terça-feira;18:27:00;SP;116.0;148.9;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
12865;586830;2024-03-12;terça-feira;18:30:00;SP;116.0;216.0;GUARULHOS;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Múltipla;Reta;Urbano;0;0;3;0
12913;586883;2024-03-12;terça-feira;11:50:00;SP;116.0;375.0;MIRACATU;Acumulo de óleo sobre o pavimento;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Curva;Rural;1;0;1;0
12940;586911;2024-03-13;quarta-feira;07:30:00;SP;101.0;47.0;UBATUBA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Rotatória;Urbano;1;0;2;0
12964;586938;2024-03-13;quarta-feira;08:55:00;SP;116.0;276.0;EMBU DAS ARTES;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
12995;586974;2024-02-18;domingo;11:00:00;SP;116.0;564.0;BARRA DO TURVO;Reação tardia ou ineficiente do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Simples;Curva;Rural;1;0;1;0
13009;586996;2024-01-20;sábado;03:05:00;SP;116.0;459.5;PARIQUERA-ACU;Estacionar ou parar em local proibido;Colisão traseira;Com Vítimas Fatais;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;1;0;2;0
13012;587000;2024-03-13;quarta-feira;12:45:00;SP;101.0;51.5;UBATUBA;Conversão proibida;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Simples;Reta;Urbano;0;0;2;0
13056;587051;2024-03-13;quarta-feira;18:50:00;SP;116.0;342.0;MIRACATU;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Ensolarado;Dupla;"Reta;Declive";Urbano;0;0;1;1
13102;587101;2024-03-13;quarta-feira;23:15:00;SP;116.0;85.0;PINDAMONHANGABA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
13119;587120;2024-03-14;quinta-feira;05:30:00;SP;153.0;57.7;SAO JOSE DO RIO PRETO;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Amanhecer;Crescente;Ensolarado;Dupla;"Curva;Ponte";Urbano;0;0;1;0
13126;587127;2024-03-14;quinta-feira;06:50:00;SP;381.0;80.0;SAO PAULO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;"Curva;Aclive";Urbano;0;0;2;0
13161;587170;2024-03-14;quinta-feira;08:15:00;SP;381.0;2.0;VARGEM;Reação tardia ou ineficiente do condutor;Engavetamento;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Simples;"Reta;Aclive";Rural;0;0;4;0
13206;587222;2024-03-14;quinta-feira;16:30:00;SP;116.0;356.0;MIRACATU;Velocidade Incompatível;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Dupla;"Túnel;Reta;Declive";Rural;1;0;3;0
13207;587223;2024-03-14;quinta-feira;17:00:00;SP;116.0;81.0;ROSEIRA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
13232;587250;2024-03-14;quinta-feira;18:50:00;SP;116.0;223.0;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Tombamento;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
13238;587258;2024-03-14;quinta-feira;18:50:00;SP;116.0;145.0;SAO JOSE DOS CAMPOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
13242;587262;2024-03-14;quinta-feira;18:10:00;SP;116.0;124.1;CACAPAVA;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Anoitecer;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
13254;587275;2024-03-14;quinta-feira;19:20:00;SP;381.0;50.0;ATIBAIA;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Crescente;Nublado;Simples;Reta;Urbano;0;0;1;1
13276;587301;2024-03-14;quinta-feira;21:20:00;SP;381.0;89.5;GUARULHOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
13297;587324;2024-03-15;sexta-feira;04:50:00;SP;116.0;504.0;CAJATI;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Simples;Reta;Rural;0;0;1;0
13299;587326;2024-03-14;quinta-feira;17:00:00;SP;116.0;91.8;PINDAMONHANGABA;Ausência de reação do condutor;Colisão traseira;Com Vítimas Fatais;Pleno dia;Decrescente;Ensolarado;Dupla;Declive;Urbano;0;0;2;0
13301;587328;2024-03-14;quinta-feira;12:10:00;SP;116.0;223.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
13302;587329;2024-03-15;sexta-feira;06:45:00;SP;116.0;365.0;MIRACATU;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;1;0
13331;587363;2024-03-15;sexta-feira;08:50:00;SP;381.0;81.5;SAO PAULO;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
13358;587393;2024-03-14;quinta-feira;06:15:00;SP;116.0;4.5;QUELUZ;Acessar a via sem observar a presença dos outros veículos;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
13363;587398;2024-03-15;sexta-feira;11:10:00;SP;381.0;60.5;MAIRIPORA;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Fatais;Pleno dia;Crescente;Ensolarado;Dupla;"Curva;Declive";Rural;1;0;1;0
13387;587427;2024-03-15;sexta-feira;13:50:00;SP;101.0;49.0;UBATUBA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Reta;Urbano;0;0;2;0
13395;587436;2024-03-15;sexta-feira;15:15:00;SP;116.0;280.0;EMBU DAS ARTES;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
13402;587445;2024-03-15;sexta-feira;16:15:00;SP;116.0;279.0;EMBU DAS ARTES;Reação tardia ou ineficiente do condutor;Colisão frontal;Sem Vítimas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
13423;587471;2024-03-15;sexta-feira;17:50:00;SP;101.0;52.0;UBATUBA;Velocidade Incompatível;Colisão frontal;Com Vítimas Feridas;Anoitecer;Crescente;Ensolarado;Simples;Reta;Rural;0;0;4;0
13429;587480;2024-03-15;sexta-feira;19:30:00;SP;116.0;225.8;GUARULHOS;Ausência de reação do condutor;Tombamento;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;"Declive;Interseção de Vias;Em Obras;Curva";Urbano;0;0;1;0
13436;587488;2024-03-15;sexta-feira;19:00:00;SP;116.0;285.2;ITAPECERICA DA SERRA;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Rural;2;0;1;1
13480;587543;2024-03-15;sexta-feira;20:17:00;SP;381.0;37.5;ATIBAIA;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
13494;587557;2024-03-15;sexta-feira;23:00:00;SP;116.0;151.0;SAO JOSE DOS CAMPOS;Ausência de reação do condutor;Colisão com objeto;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
13518;587583;2024-03-16;sábado;05:25:00;SP;116.0;219.0;GUARULHOS;Ausência de reação do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Amanhecer;Crescente;Ensolarado;Múltipla;"Reta;Interseção de Vias";Urbano;0;0;2;0
13537;587605;2024-03-16;sábado;05:20:00;SP;116.0;22.0;LAVRINHAS;Condutor Dormindo;Tombamento;Sem Vítimas;Amanhecer;Crescente;Ensolarado;Dupla;"Curva;Aclive";Rural;0;0;1;0
13549;587620;2024-03-16;sábado;04:00:00;SP;116.0;46.0;CANAS;Ausência de reação do condutor;Colisão frontal;Com Vítimas Fatais;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Rural;1;0;2;0
