;Identificador do acidente;Data;Dia da semana;Horário;Estado;BR;km;Município;Causa do acidente;Tipo do acidente;Gravidade do acidente;Fase do dia;Sentido da via;Condição do tempo;Tipo de pista;Traçado da via;uso_solo;Número de passageiros;Número de cavaleiro;Número de condutor;Número de pedestre
33849;610122;2024-06-26;quarta-feira;09:00:00;SP;116.0;225.0;GUARULHOS;Ausência de reação do condutor;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
33855;610128;2024-06-26;quarta-feira;09:10:00;SP;116.0;134.0;CACAPAVA;Reação tardia ou ineficiente do condutor;Engavetamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;4;0
33878;610151;2024-06-26;quarta-feira;10:20:00;SP;116.0;138.0;SAO JOSE DOS CAMPOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
33880;610153;2024-06-26;quarta-feira;11:00:00;SP;381.0;86.5;SAO PAULO;Ausência de reação do condutor;Colisão traseira;Sem Vítimas;Pleno dia;Crescente;Ensolarado;Múltipla;Curva;Urbano;0;0;2;0
33882;610155;2024-06-26;quarta-feira;12:05:00;SP;101.0;45.0;UBATUBA;Trafegar com motocicleta (ou similar) entre as faixas;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Reta;Urbano;0;0;2;0
33909;610183;2024-06-11;terça-feira;21:50:00;SP;116.0;508.0;CAJATI;Ausência de reação do condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Simples;Reta;Rural;0;0;1;0
33953;610232;2024-06-26;quarta-feira;12:50:00;SP;101.0;47.0;UBATUBA;Retorno proibido;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Reta;Urbano;0;0;2;0
33982;610266;2024-06-26;quarta-feira;23:20:00;SP;381.0;88.0;SAO PAULO;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Sem Vítimas;Plena Noite;Decrescente;Ensolarado;Múltipla;Reta;Rural;0;0;2;0
33983;610267;2024-06-26;quarta-feira;21:55:00;SP;116.0;568.0;BARRA DO TURVO;Demais falhas mecânicas ou elétricas;Incêndio;Sem Vítimas;Plena Noite;Crescente;Ensolarado;Simples;Reta;Rural;0;0;1;0
33990;610274;2024-06-27;quinta-feira;00:30:00;SP;116.0;219.0;GUARULHOS;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Nublado;Dupla;Reta;Urbano;0;0;1;2
34006;610291;2024-06-27;quinta-feira;05:15:00;SP;153.0;59.0;SAO JOSE DO RIO PRETO;Ausência de reação do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;"Reta;Aclive";Urbano;0;0;2;0
34016;610302;2024-06-27;quinta-feira;07:00:00;SP;116.0;222.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;"Reta;Em Obras";Urbano;0;0;2;0
34017;610304;2024-06-27;quinta-feira;06:40:00;SP;116.0;19.4;LAVRINHAS;Condutor Dormindo;Colisão traseira;Com Vítimas Feridas;Amanhecer;Decrescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
34021;610308;2024-06-27;quinta-feira;06:40:00;SP;116.0;143.0;SAO JOSE DOS CAMPOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;1;0;2;0
34037;610325;2024-06-27;quinta-feira;07:30:00;SP;116.0;139.4;SAO JOSE DOS CAMPOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
34038;610326;2024-06-27;quinta-feira;07:50:00;SP;116.0;513.8;CAJATI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;"Curva;Declive";Rural;0;0;1;0
34044;610333;2024-06-27;quinta-feira;07:40:00;SP;116.0;219.0;GUARULHOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Nublado;Múltipla;Reta;Rural;0;0;2;0
34056;610346;2024-06-27;quinta-feira;09:05:00;SP;116.0;504.0;CAJATI;Reação tardia ou ineficiente do condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Decrescente;Chuvoso;Dupla;Curva;Rural;2;0;1;0
34076;610368;2024-06-27;quinta-feira;11:30:00;SP;116.0;225.0;GUARULHOS;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Urbano;0;0;3;0
34088;610383;2024-06-27;quinta-feira;12:20:00;SP;381.0;68.0;MAIRIPORA;Ausência de reação do condutor;Capotamento;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Rural;1;0;1;0
34109;610409;2024-06-27;quinta-feira;16:00:00;SP;116.0;223.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Neve;Múltipla;Reta;Urbano;0;0;2;0
34111;610411;2024-06-27;quinta-feira;15:35:00;SP;116.0;160.8;JACAREI;Reação tardia ou ineficiente do condutor;Tombamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Curva;Urbano;0;0;1;0
34145;610448;2024-06-27;quinta-feira;16:20:00;SP;101.0;38.0;UBATUBA;Demais falhas mecânicas ou elétricas;Incêndio;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;"Reta;Aclive";Rural;0;0;1;0
34151;610454;2024-06-27;quinta-feira;19:15:00;SP;153.0;35.9;NOVA GRANADA;Ingestão de álcool pelo condutor;Saída de leito carroçável;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Simples;Curva;Urbano;0;0;1;0
34153;610456;2024-06-27;quinta-feira;18:27:00;SP;116.0;46.8;CANAS;Animais na Pista;Atropelamento de Animal;Com Vítimas Feridas;Anoitecer;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
34154;610457;2024-06-27;quinta-feira;19:07:00;SP;116.0;146.0;SAO JOSE DOS CAMPOS;Condutor deixou de manter distância do veículo da frente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;"Reta;Declive";Urbano;3;0;2;0
34159;610462;2024-06-27;quinta-feira;18:25:00;SP;381.0;89.4;SAO PAULO;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;4;0
34173;610476;2024-06-27;quinta-feira;21:05:00;SP;116.0;522.0;CAJATI;Pista Escorregadia;Tombamento;Sem Vítimas;Plena Noite;Crescente;Chuvoso;Simples;Curva;Rural;0;0;1;0
34187;610490;2024-06-28;sexta-feira;00:12:00;SP;116.0;54.0;LORENA;Ausência de reação do condutor;Capotamento;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;0
34189;610492;2024-06-28;sexta-feira;01:50:00;SP;116.0;96.4;PINDAMONHANGABA;Ingestão de álcool pelo condutor;Colisão com objeto;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;"Reta;Aclive";Rural;0;0;1;0
34198;610501;2024-06-28;sexta-feira;04:10:00;SP;116.0;126.0;CACAPAVA;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;1
34199;610502;2024-06-28;sexta-feira;04:40:00;SP;116.0;224.0;GUARULHOS;Frear bruscamente;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Múltipla;Reta;Urbano;0;0;2;0
34200;610503;2024-06-27;quinta-feira;23:30:00;SP;381.0;87.0;SAO PAULO;Pedestre andava na pista;Atropelamento de Pedestre;Com Vítimas Fatais;Plena Noite;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;1;1
34208;610512;2024-06-28;sexta-feira;07:00:00;SP;116.0;211.0;GUARULHOS;Trafegar com motocicleta (ou similar) entre as faixas;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Crescente;Nublado;Múltipla;Reta;Rural;1;0;3;0
34210;610514;2024-06-28;sexta-feira;06:18:00;SP;116.0;219.0;GUARULHOS;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Amanhecer;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
34224;610528;2024-06-28;sexta-feira;08:00:00;SP;116.0;285.0;ITAPECERICA DA SERRA;Reação tardia ou ineficiente do condutor;Colisão lateral mesmo sentido;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Dupla;Reta;Urbano;0;0;2;0
34227;610532;2024-06-28;sexta-feira;07:22:00;SP;116.0;430.0;REGISTRO;Pista Escorregadia;Queda de ocupante de veículo;Com Vítimas Feridas;Pleno dia;Crescente;Nevoeiro/Neblina;Dupla;"Declive;Curva;Viaduto";Rural;1;0;1;0
34238;610546;2024-06-28;sexta-feira;09:00:00;SP;116.0;208.0;GUARULHOS;Ausência de reação do condutor;Colisão frontal;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Interseção de Vias;Urbano;0;0;2;0
34258;610569;2024-06-28;sexta-feira;10:55:00;SP;459.0;31.7;LORENA;Acessar a via sem observar a presença dos outros veículos;Colisão transversal;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Simples;Reta;Urbano;0;0;2;0
34262;610574;2024-06-28;sexta-feira;11:50:00;SP;381.0;89.0;GUARULHOS;Ingestão de álcool pelo condutor;Colisão traseira;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;0;0;3;0
34266;610578;2024-05-03;sexta-feira;11:35:00;SP;116.0;510.0;CAJATI;Ausência de reação do condutor;Colisão traseira;Com Vítimas Fatais;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Rural;0;0;2;0
34272;610584;2024-06-28;sexta-feira;12:00:00;SP;116.0;60.2;GUARATINGUETA;Velocidade Incompatível;Capotamento;Com Vítimas Feridas;Pleno dia;Crescente;Ensolarado;Dupla;Reta;Urbano;1;0;1;0
34317;610631;2024-06-28;sexta-feira;17:21:00;SP;116.0;228.0;SAO PAULO;Acessar a via sem observar a presença dos outros veículos;Colisão traseira;Com Vítimas Feridas;Pleno dia;Decrescente;Ensolarado;Múltipla;Reta;Rural;0;0;2;0
34345;610660;2024-06-28;sexta-feira;18:40:00;SP;116.0;103.7;TAUBATE;Reação tardia ou ineficiente do condutor;Colisão traseira;Com Vítimas Feridas;Plena Noite;Crescente;Ensolarado;Dupla;"Reta;Aclive";Rural;2;0;3;0
34363;610679;2024-06-16;domingo;17:30:00;SP;381.0;86.0;SAO PAULO;Manobra de mudança de faixa;Colisão lateral mesmo sentido;Com Vítimas Feridas;Anoitecer;Crescente;Nublado;Dupla;Reta;Urbano;3;0;2;0
34390;610707;2024-06-28;sexta-feira;23:15:00;SP;116.0;70.1;APARECIDA;Entrada inopinada do pedestre;Atropelamento de Pedestre;Com Vítimas Feridas;Plena Noite;Decrescente;Ensolarado;Dupla;"Curva;Declive";Rural;0;0;1;1
